19.85,3
20.88,1
19.03,3
25.55,1
39.23,1
25.42,1
22.49,2
45.97,1
35.21,3
24.72,3
47.1,3
46.42,2
46.38,1
33.17,2
47.91,1
31.31,2
18.21,3
36.44,3
41.8,3
22.2,3
18.91,2
41.1,2
28.33,1
42.96,2
28.79,3
35.24,2
48.33,2
39.46,1
25.1,3
29.03,3
28.58,2
33.2,3
31.34,3
23.17,3
36.15,2
26.75,2
39.6,2
30.37,3
31.02,3
28.61,3
42.69,2
45.81,2
39.17,1
48.08,1
20.24,3
42.27,2
43.4,2
41.65,2
37.22,2
30,1
29.19,1
33.45,1
39.36,3
46.38,1
35.87,3
45.96,2
23.76,3
48.05,3
39.02,1
37.57,3
44.38,3
28.26,3
27.23,2
49.46,1
39.88,3
33.32,1
36.33,2
45.14,2
18.84,2
23.51,2
24.55,2
40.49,3
37.36,2
22.96,2
29.77,3
46.81,2
26.57,1
46.84,2
22.68,1
22.65,3
29.75,3
26.24,3
49.3,1
18.79,2
21.73,2
42.5,1
33.79,1
35.54,3
48.63,2
25.69,1
30.79,3
43.53,2
41.54,1
42.04,2
30.77,3
24.32,3
29.57,1
32.97,3
18.03,1
43.47,1
26.56,3
38.26,3
47.88,3
26.17,1
45.33,1
47.46,2
25.79,1
42.08,1
45.71,2
21.95,3
49.31,2
26.4,3
34.27,3
36.31,3
43.6,2
34.34,2
18.09,3
24.61,2
32.15,3
32.3,1
47.1,3
24.72,2
46.8,1
19.33,2
35.77,3
33.2,3
25.51,2
28.75,3
33.06,2
36.66,3
23.19,1
20.05,2
41.81,2
30.52,3
39.25,2
18.57,1
18.73,3
18.07,2
18.55,2
28.69,3
37.59,1
44.62,3
45.43,1
35.31,1
22.34,1
35.11,1
35.38,1
45.37,3
37.53,2
46,3
19.04,2
41.72,1
20.66,1
46.12,3
44.14,1
22.77,1
21.7,2
43,1
30.9,1
41.36,2
43.1,2
32.47,2
34.81,1
35.46,1
41.52,1
28.23,1
21.9,1
34.18,3
39.56,1
29.3,3
39,1
42.61,2
42.31,3
47.61,1
34.63,2
25.69,1
43.62,3
18.61,1
19.74,2
33.54,3
22.83,3
33.53,3
42.11,3
42.92,1
47.19,2
47.81,1
25.86,2
47.27,3
43.42,2
26.17,2
38.42,3
19.23,2
48.74,2
30.47,1
18.43,3
23.74,2
36.2,2
48.8,3
35.2,3
33.14,1
44.07,1
47.08,3
48.48,3
38.05,3
18.7,2
26.34,2
42.25,3
43.82,1
27.61,2
19.18,2
40.52,3
32.86,1
48.3,3
35.61,3
47.07,2
38.45,2
29.82,1
29.61,1
48.01,1
40.51,1
19.79,1
22,3
20.41,2
19.11,1
47.06,2
42.11,3
23.77,3
31.06,2
49.92,2
43.24,3
26.84,1
36.45,2
25.8,3
32.29,3
33.84,2
45.05,2
42.95,2
34.21,3
41.4,3
41.18,1
31.79,1
42.45,3
42.13,1
31.04,2
37.13,3
27.55,1
30.46,3
34.68,3
32.09,2
41.43,3
40.61,1
30.22,3
44.03,1
37.19,1
28.64,2
49.7,1
41.13,1
22.6,2
18,1
39.24,2
35.38,2
40.79,1
35.89,1
39.38,3
46.13,3
31.08,2
26.71,2
32.85,1
47.5,2
48.62,3
49.77,1
34.79,1
28.55,1
31.39,1
28.53,1
27.99,1
22.85,3
24.93,3
28.45,3
39.69,2
43.74,2
20.35,1
42.27,2
23.75,1
20.31,3
24.52,3
40.14,1
23.47,1
49.09,2
49.03,3
39.19,2
30.07,1
36.37,1
46.13,2
24.63,1
24.17,2
34.93,1
34.67,3
45.51,2
41.15,1
23.84,1
39.2,2
23.24,2
26.11,1
26.89,2
22.64,1
30.79,3
47.13,3
34.79,2
44.64,1
20.31,2
24.23,2
37.76,1
32.8,3
45.7,2
26.56,1
44.61,3
42.23,3
24.86,3
43.78,2
44.6,3
45.97,3
25.15,2
31.9,2
42.52,1
27.99,1
47.46,2
44.09,1
28.15,3
30.59,1
30.78,2
31.56,1
38.68,2
18.12,1
46.39,1
36.39,1
43.8,2
22.16,1
24.33,1
36.91,1
21.47,1
28.06,1
31.14,1
23.26,2
29.82,3
39.19,1
30.47,2
29.94,2
46.62,2
34.71,2
36.13,1
49.76,1
40.28,2
40.71,1
48.09,1
34.97,1
37.95,3
49.5,1
31.21,3
18.24,1
28.22,1
46.84,2
48.6,1
46.41,2
38.03,1
47.5,1
34.16,1
28.45,3
47.56,3
44.08,1
25.68,1
48.68,1
27.33,1
31.06,3
36.42,1
34.23,1
31.01,2
40.12,1
46.49,2
24.91,3
26.35,2
19.76,3
30.89,3
40.03,3
30.11,3
32.24,3
47.61,3
22.71,3
41.14,1
25.75,2
45.96,2
22.15,2
23.78,1
32.15,2
40.44,1
49.02,2
47.65,3
38.66,2
31.75,1
21.34,1
38.09,3
23.12,2
22.77,2
32.11,1
30.9,1
43.78,2
40.93,1
25.78,2
36,1
39.76,1
38.8,1
25.38,1
49.65,3
27.14,2
49.79,1
31.07,1
33.04,1
24.27,3
39.11,3
24.16,1
41.88,3
38.89,1
25.47,1
40.12,1
33.45,1
36.98,1
48.09,2
47.02,2
23.27,1
45.53,1
37.72,1
33.44,1
28.87,2
21.5,3
49.95,3
44.87,1
31.08,2
41.07,2
30.53,3
18.46,3
21.91,3
27.81,2
35.9,2
46.1,1
25.84,3
36.38,1
36.74,3
40.41,3
31.48,3
43.81,3
23.29,3
42.75,2
48.17,3
35.3,2
47.42,1
47.93,1
20.75,2
22.77,1
26.3,3
19,2
45.13,1
48.7,3
40.25,2
47.51,2
21.77,3
40.19,1
34.85,1
36,1
46.72,2
22.51,1
34.58,2
39.79,1
41.03,2
21.86,2
40.44,3
44.97,3
20.68,1
21.45,1
25.64,3
31.77,3
37.23,2
44.33,1
32.37,3
20.12,3
46.76,3
23.15,1
21.33,3
49.95,2
48.45,3
18.92,1
47.76,1
25.65,1
33.39,2
46.63,3
37.44,1
45.61,3
48.63,2
36.5,3
46.34,2
28.01,3
32.4,3
30.23,1
29.43,1
33.45,1
32.36,1
43.87,3
47.02,3
20.77,3
42.24,1
28.36,1
20.12,2
24.44,3
46.21,2
40.5,3
45.71,3
33.79,1
29.46,3
40.09,1
48.57,3
41.98,3
35.78,2
30.98,3
38.26,2
35.04,3
49.91,3
34.58,3
37.28,1
42.35,1
33.78,2
40.07,2
44.67,3
29.38,1
46.59,2
38.13,1
28.5,3
41.03,3
43.99,2
37.12,2
30.32,1
31.43,1
43.03,2
42.09,1
18.14,1
35.06,2
21.57,2
39.53,1
48.86,3
49.93,2
43.91,3
25.77,3
19.3,2
32.06,3
32.51,1
33.91,3
42.48,1
31.65,3
20.27,3
22.89,3
28.75,1
37.44,2
25.15,1
31.05,1
28.26,1
36.6,2
23.7,1
27.37,3
28,3
49.39,2
31.37,1
36.91,3
22.28,3
21.61,3
34.99,3
34.57,2
37.06,2
41.94,1
20.06,2
35.11,1
23.45,3
21.21,2
47.05,3
42.37,3
35.14,3
47.32,3
27.72,1
49.65,1
33.78,1
24.22,1
31.8,2
24.37,2
26.49,3
18.76,1
43.79,2
43.33,3
21.74,1
23.32,3
32.06,2
23.61,1
35.99,2
18.31,2
19.2,2
24.99,1
41.95,1
43.03,3
23.28,1
21.98,1
25.81,1
42.38,1
40.29,3
46.94,2
28.21,2
30.74,2
49.24,1
20.34,3
33.7,2
27.99,3
38.56,2
18.22,3
19.68,1
23.83,3
23.44,3
30.84,1
33.29,3
23.52,1
36.57,2
24.85,3
20.28,2
30.07,2
39.61,2
47.93,2
29.35,3
24.99,2
31.82,3
40.51,1
40.58,1
48.01,2
19.67,1
47.78,3
21.99,1
24.14,1
19.21,1
32.7,3
41.78,3
26.6,1
22.11,3
32.93,2
45.31,1
33.18,3
28.86,1
29.39,2
30.82,1
24.87,3
40.59,2
33.34,1
24.07,1
